"","Code.or.Value","Value.Description","Count","Cumulative","Skip.to.Item","Variable","Fichier","jointure","var_tab"
"199","2","9-11th Grade (Includes 12th grade with no diploma)",511,"1130",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_2","DMDHSEDU_DEMO"
"200","3","High School Grad/GED or Equivalent",980,"2110",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_3","DMDHSEDU_DEMO"
"201","4","Some College or AA degree",1462,"3572",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_4","DMDHSEDU_DEMO"
"202","5","College Graduate or above",1629,"5201",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_5","DMDHSEDU_DEMO"
"203","7","Refused",2,"5203",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_7","DMDHSEDU_DEMO"
"204","9","Don't Know",23,"5226",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_9","DMDHSEDU_DEMO"
"205",".","Missing",4745,"9971",NA,"DMDHSEDU","DEMO_I.htm","DMDHSEDU_DEMO_.","DMDHSEDU_DEMO"
"206","3293.928267 to 233755.84185","Range of Values",9971,"9971",NA,"WTINT2YR","DEMO_I.htm","WTINT2YR_DEMO_3293.928267 to 233755.84185","WTINT2YR_DEMO"
"207",".","Missing",0,"9971",NA,"WTINT2YR","DEMO_I.htm","WTINT2YR_DEMO_.","WTINT2YR_DEMO"
"208","3419.259085 to 242386.66077","Range of Values",9544,"9544",NA,"WTMEC2YR","DEMO_I.htm","WTMEC2YR_DEMO_3419.259085 to 242386.66077","WTMEC2YR_DEMO"
"209","0","Not MEC Examined",427,"9971",NA,"WTMEC2YR","DEMO_I.htm","WTMEC2YR_DEMO_0","WTMEC2YR_DEMO"
"210",".","Missing",0,"9971",NA,"WTMEC2YR","DEMO_I.htm","WTMEC2YR_DEMO_.","WTMEC2YR_DEMO"
"211","1 to 2","Range of Values",9971,"9971",NA,"SDMVPSU","DEMO_I.htm","SDMVPSU_DEMO_1 to 2","SDMVPSU_DEMO"
"212",".","Missing",0,"9971",NA,"SDMVPSU","DEMO_I.htm","SDMVPSU_DEMO_.","SDMVPSU_DEMO"
"213","119 to 133","Range of Values",9971,"9971",NA,"SDMVSTRA","DEMO_I.htm","SDMVSTRA_DEMO_119 to 133","SDMVSTRA_DEMO"
"214",".","Missing",0,"9971",NA,"SDMVSTRA","DEMO_I.htm","SDMVSTRA_DEMO_.","SDMVSTRA_DEMO"
"215","1","$ 0 to $ 4,999",250,"250",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_1","INDHHIN2_DEMO"
"216","2","$ 5,000 to $ 9,999",373,"623",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_2","INDHHIN2_DEMO"
"217","3","$10,000 to $14,999",537,"1160",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_3","INDHHIN2_DEMO"
"218","4","$15,000 to $19,999",600,"1760",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_4","INDHHIN2_DEMO"
"219","5","$20,000 to $24,999",627,"2387",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_5","INDHHIN2_DEMO"
"220","6","$25,000 to $34,999",1017,"3404",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_6","INDHHIN2_DEMO"
"221","7","$35,000 to $44,999",960,"4364",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_7","INDHHIN2_DEMO"
"222","8","$45,000 to $54,999",789,"5153",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_8","INDHHIN2_DEMO"
"223","9","$55,000 to $64,999",629,"5782",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_9","INDHHIN2_DEMO"
"224","10","$65,000 to $74,999",498,"6280",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_10","INDHHIN2_DEMO"
"225","12","$20,000 and Over",292,"6572",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_12","INDHHIN2_DEMO"
"226","13","Under $20,000",146,"6718",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_13","INDHHIN2_DEMO"
"227","14","$75,000 to $99,999",920,"7638",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_14","INDHHIN2_DEMO"
"228","15","$100,000 and Over",1634,"9272",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_15","INDHHIN2_DEMO"
"229","77","Refused",220,"9492",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_77","INDHHIN2_DEMO"
"230","99","Don't know",134,"9626",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_99","INDHHIN2_DEMO"
"231",".","Missing",345,"9971",NA,"INDHHIN2","DEMO_I.htm","INDHHIN2_DEMO_.","INDHHIN2_DEMO"
"232","1","$ 0 to $ 4,999",345,"345",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_1","INDFMIN2_DEMO"
"233","2","$ 5,000 to $ 9,999",426,"771",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_2","INDFMIN2_DEMO"
"234","3","$10,000 to $14,999",584,"1355",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_3","INDFMIN2_DEMO"
"235","4","$15,000 to $19,999",618,"1973",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_4","INDFMIN2_DEMO"
"236","5","$20,000 to $24,999",646,"2619",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_5","INDFMIN2_DEMO"
"237","6","$25,000 to $34,999",1038,"3657",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_6","INDFMIN2_DEMO"
"238","7","$35,000 to $44,999",934,"4591",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_7","INDFMIN2_DEMO"
"239","8","$45,000 to $54,999",801,"5392",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_8","INDFMIN2_DEMO"
"240","9","$55,000 to $64,999",620,"6012",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_9","INDFMIN2_DEMO"
"241","10","$65,000 to $74,999",474,"6486",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_10","INDFMIN2_DEMO"
"242","12","$20,000 and Over",221,"6707",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_12","INDFMIN2_DEMO"
"243","13","Under $20,000",148,"6855",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_13","INDFMIN2_DEMO"
"244","14","$75,000 to $99,999",885,"7740",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_14","INDFMIN2_DEMO"
"245","15","$100,000 and Over",1548,"9288",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_15","INDFMIN2_DEMO"
"246","77","Refused",222,"9510",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_77","INDFMIN2_DEMO"
"247","99","Don't know",132,"9642",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_99","INDFMIN2_DEMO"
"248",".","Missing",329,"9971",NA,"INDFMIN2","DEMO_I.htm","INDFMIN2_DEMO_.","INDFMIN2_DEMO"
"249","0 to 4.99","Range of Values",7699,"7699",NA,"INDFMPIR","DEMO_I.htm","INDFMPIR_DEMO_0 to 4.99","INDFMPIR_DEMO"
"250","5","Value greater than or equal to 5.00",1220,"8919",NA,"INDFMPIR","DEMO_I.htm","INDFMPIR_DEMO_5","INDFMPIR_DEMO"
"251",".","Missing",1052,"9971",NA,"INDFMPIR","DEMO_I.htm","INDFMPIR_DEMO_.","INDFMPIR_DEMO"
"252","AUCUN","AUCUN",NA,NA,NA,"SEQN","DR1IFF_I.htm","SEQN_DR1IFF_AUCUN","SEQN_DR1IFF"
"253","1974.178694 to 454277.71731","Range of Values",121481,"121481",NA,"WTDRD1","DR1IFF_I.htm","WTDRD1_DR1IFF_1974.178694 to 454277.71731","WTDRD1_DR1IFF"
"254","0","Day 1 dietary recall not done/incomplete",0,"121481",NA,"WTDRD1","DR1IFF_I.htm","WTDRD1_DR1IFF_0","WTDRD1_DR1IFF"
"255",".","Missing",0,"121481",NA,"WTDRD1","DR1IFF_I.htm","WTDRD1_DR1IFF_.","WTDRD1_DR1IFF"
"256","1663.514111 to 579148.95623","Range of Values",101257,"101257",NA,"WTDR2D","DR1IFF_I.htm","WTDR2D_DR1IFF_1663.514111 to 579148.95623","WTDR2D_DR1IFF"
"257","0","Day 2 dietary recall not done/incomplete",20224,"121481",NA,"WTDR2D","DR1IFF_I.htm","WTDR2D_DR1IFF_0","WTDR2D_DR1IFF"
"258",".","Missing",0,"121481",NA,"WTDR2D","DR1IFF_I.htm","WTDR2D_DR1IFF_.","WTDR2D_DR1IFF"
"259","1 to 46","Range of Values",121481,"121481",NA,"DR1ILINE","DR1IFF_I.htm","DR1ILINE_DR1IFF_1 to 46","DR1ILINE_DR1IFF"
"260",".","Missing",0,"121481",NA,"DR1ILINE","DR1IFF_I.htm","DR1ILINE_DR1IFF_.","DR1ILINE_DR1IFF"
"261","1","Reliable and met the minimum criteria",119273,"119273",NA,"DR1DRSTZ","DR1IFF_I.htm","DR1DRSTZ_DR1IFF_1","DR1DRSTZ_DR1IFF"
"262","2","Not reliable or not met the minimum criteria",0,"119273",NA,"DR1DRSTZ","DR1IFF_I.htm","DR1DRSTZ_DR1IFF_2","DR1DRSTZ_DR1IFF"
"263","4","Reported consuming breast-milk",2208,"121481",NA,"DR1DRSTZ","DR1IFF_I.htm","DR1DRSTZ_DR1IFF_4","DR1DRSTZ_DR1IFF"
"264","5","Not done",0,"121481",NA,"DR1DRSTZ","DR1IFF_I.htm","DR1DRSTZ_DR1IFF_5","DR1DRSTZ_DR1IFF"
"265",".","Missing",0,"121481",NA,"DR1DRSTZ","DR1IFF_I.htm","DR1DRSTZ_DR1IFF_.","DR1DRSTZ_DR1IFF"
"266","14 to 91","Range of Values",121481,"121481",NA,"DR1EXMER","DR1IFF_I.htm","DR1EXMER_DR1IFF_14 to 91","DR1EXMER_DR1IFF"
"267",".","Missing",0,"121481",NA,"DR1EXMER","DR1IFF_I.htm","DR1EXMER_DR1IFF_.","DR1EXMER_DR1IFF"
"268","1","Yes",2217,"2217",NA,"DRABF","DR1IFF_I.htm","DRABF_DR1IFF_1","DRABF_DR1IFF"
"269","2","No",119264,"121481",NA,"DRABF","DR1IFF_I.htm","DRABF_DR1IFF_2","DRABF_DR1IFF"
"270",".","Missing",0,"121481",NA,"DRABF","DR1IFF_I.htm","DRABF_DR1IFF_.","DRABF_DR1IFF"
"271","1","Day 1 only",20224,"20224",NA,"DRDINT","DR1IFF_I.htm","DRDINT_DR1IFF_1","DRDINT_DR1IFF"
"272","2","Day 1 and day 2",101257,"121481",NA,"DRDINT","DR1IFF_I.htm","DRDINT_DR1IFF_2","DRDINT_DR1IFF"
"273",".","Missing",0,"121481",NA,"DRDINT","DR1IFF_I.htm","DRDINT_DR1IFF_.","DRDINT_DR1IFF"
"274","-32 to 70","Range of Values",118657,"118657",NA,"DR1DBIH","DR1IFF_I.htm","DR1DBIH_DR1IFF_-32 to 70","DR1DBIH_DR1IFF"
"275",".","Missing",2824,"121481",NA,"DR1DBIH","DR1IFF_I.htm","DR1DBIH_DR1IFF_.","DR1DBIH_DR1IFF"
"276","1","Sunday",20477,"20477",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_1","DR1DAY_DR1IFF"
"277","2","Monday",8588,"29065",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_2","DR1DAY_DR1IFF"
"278","3","Tuesday",11527,"40592",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_3","DR1DAY_DR1IFF"
"279","4","Wednesday",10166,"50758",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_4","DR1DAY_DR1IFF"
"280","5","Thursday",9664,"60422",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_5","DR1DAY_DR1IFF"
"281","6","Friday",33434,"93856",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_6","DR1DAY_DR1IFF"
"282","7","Saturday",27625,"121481",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_7","DR1DAY_DR1IFF"
"283",".","Missing",0,"121481",NA,"DR1DAY","DR1IFF_I.htm","DR1DAY_DR1IFF_.","DR1DAY_DR1IFF"
"284","1","English",104485,"104485",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_1","DR1LANG_DR1IFF"
"285","2","Spanish",13945,"118430",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_2","DR1LANG_DR1IFF"
"286","3","English and Spanish",1109,"119539",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_3","DR1LANG_DR1IFF"
"287","4","Other",664,"120203",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_4","DR1LANG_DR1IFF"
"288","5","Asian Languages",717,"120920",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_5","DR1LANG_DR1IFF"
"289","6","Asian Languages and English",561,"121481",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_6","DR1LANG_DR1IFF"
"290",".","Missing",0,"121481",NA,"DR1LANG","DR1IFF_I.htm","DR1LANG_DR1IFF_.","DR1LANG_DR1IFF"
"291","0 to 11","Range of Values",121481,"121481",NA,"DR1CCMNM","DR1IFF_I.htm","DR1CCMNM_DR1IFF_0 to 11","DR1CCMNM_DR1IFF"
"292",".","Missing",0,"121481",NA,"DR1CCMNM","DR1IFF_I.htm","DR1CCMNM_DR1IFF_.","DR1CCMNM_DR1IFF"
"293","0","Non-combination food",73994,"73994",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_0","DR1CCMTX_DR1IFF"
"294","1","Beverage w/ additions",9901,"83895",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_1","DR1CCMTX_DR1IFF"
"295","2","Cereal w/ additions",4887,"88782",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_2","DR1CCMTX_DR1IFF"
"296","3","Bread/baked products w/ additions",4934,"93716",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_3","DR1CCMTX_DR1IFF"
"297","4","Salad",4495,"98211",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_4","DR1CCMTX_DR1IFF"
"298","5","Sandwiches",8476,"106687",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_5","DR1CCMTX_DR1IFF"
"299","6","Soup",682,"107369",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_6","DR1CCMTX_DR1IFF"
"300","7","Frozen meals",41,"107410",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_7","DR1CCMTX_DR1IFF"
"301","8","Ice cream/frozen yogurt w/ additions",442,"107852",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_8","DR1CCMTX_DR1IFF"
"302","9","Dried beans and vegetable w/ additions",3180,"111032",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_9","DR1CCMTX_DR1IFF"
"303","10","Fruit w/ additions",698,"111730",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_10","DR1CCMTX_DR1IFF"
"304","11","Tortilla products",1966,"113696",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_11","DR1CCMTX_DR1IFF"
"305","12","Meat, poultry, fish",2639,"116335",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_12","DR1CCMTX_DR1IFF"
"306","13","Lunchables®",171,"116506",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_13","DR1CCMTX_DR1IFF"
"307","14","Chips w/ additions",702,"117208",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_14","DR1CCMTX_DR1IFF"
"308","90","Other mixtures",4273,"121481",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_90","DR1CCMTX_DR1IFF"
"309",".","Missing",0,"121481",NA,"DR1CCMTX","DR1IFF_I.htm","DR1CCMTX_DR1IFF_.","DR1CCMTX_DR1IFF"
"310","0 to 86340","Range of Values",121481,"121481",NA,"DR1_020","DR1IFF_I.htm","DR1_020_DR1IFF_0 to 86340","DR1_020_DR1IFF"
"311",".","Missing",0,"121481",NA,"DR1_020","DR1IFF_I.htm","DR1_020_DR1IFF_.","DR1_020_DR1IFF"
"312","1","Breakfast",21963,"21963",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_1","DR1_030Z_DR1IFF"
"313","2","Lunch",23171,"45134",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_2","DR1_030Z_DR1IFF"
"314","3","Dinner",24010,"69144",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_3","DR1_030Z_DR1IFF"
"315","4","Supper",5852,"74996",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_4","DR1_030Z_DR1IFF"
"316","5","Brunch",1106,"76102",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_5","DR1_030Z_DR1IFF"
"317","6","Snack",19500,"95602",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_6","DR1_030Z_DR1IFF"
"318","7","Drink",6165,"101767",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_7","DR1_030Z_DR1IFF"
"319","8","Infant feeding",3276,"105043",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_8","DR1_030Z_DR1IFF"
"320","9","Extended consumption",3392,"108435",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_9","DR1_030Z_DR1IFF"
"321","10","Desayano",2517,"110952",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_10","DR1_030Z_DR1IFF"
"322","11","Almuerzo",2224,"113176",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_11","DR1_030Z_DR1IFF"
"323","12","Comida",2258,"115434",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_12","DR1_030Z_DR1IFF"
"324","13","Merienda",1302,"116736",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_13","DR1_030Z_DR1IFF"
"325","14","Cena",2796,"119532",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_14","DR1_030Z_DR1IFF"
"326","15","Entre comida",431,"119963",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_15","DR1_030Z_DR1IFF"
"327","16","Botana",417,"120380",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_16","DR1_030Z_DR1IFF"
"328","17","Bocadillo",416,"120796",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_17","DR1_030Z_DR1IFF"
"329","18","Tentempie",56,"120852",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_18","DR1_030Z_DR1IFF"
"330","19","Bebida",629,"121481",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_19","DR1_030Z_DR1IFF"
"331","91","Other",0,"121481",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_91","DR1_030Z_DR1IFF"
"332","99","Don't know",0,"121481",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_99","DR1_030Z_DR1IFF"
"333",".","Missing",0,"121481",NA,"DR1_030Z","DR1IFF_I.htm","DR1_030Z_DR1IFF_.","DR1_030Z_DR1IFF"
"334","1","Store - grocery/supermarket",75530,"75530",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_1","DR1FS_DR1IFF"
"335","2","Restaurant with waiter/waitress",7110,"82640",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_2","DR1FS_DR1IFF"
"336","3","Restaurant fast food/pizza",9609,"92249",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_3","DR1FS_DR1IFF"
"337","4","Bar/tavern/lounge",260,"92509",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_4","DR1FS_DR1IFF"
"338","5","Restaurant no additional information",12,"92521",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_5","DR1FS_DR1IFF"
"339","6","Cafeteria NOT in a K-12 school",578,"93099",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_6","DR1FS_DR1IFF"
"340","7","Cafeteria in a K-12 school",2914,"96013",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_7","DR1FS_DR1IFF"
"341","8","Child/Adult care center",595,"96608",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_8","DR1FS_DR1IFF"
"342","9","Child/Adult home care",71,"96679",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_9","DR1FS_DR1IFF"
"343","10","Soup kitchen/shelter/food pantry",58,"96737",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_10","DR1FS_DR1IFF"
"344","11","Meals on Wheels",87,"96824",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_11","DR1FS_DR1IFF"
"345","12","Community food program - other",385,"97209",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_12","DR1FS_DR1IFF"
"346","13","Community program no additional information",4,"97213",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_13","DR1FS_DR1IFF"
"347","14","Vending machine",269,"97482",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_14","DR1FS_DR1IFF"
"348","15","Common coffee pot or snack tray",378,"97860",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_15","DR1FS_DR1IFF"
"349","16","From someone else/gift",7546,"105406",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_16","DR1FS_DR1IFF"
"350","17","Mail order purchase",342,"105748",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_17","DR1FS_DR1IFF"
"351","18","Residential dining facility",51,"105799",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_18","DR1FS_DR1IFF"
"352","19","Grown or caught by you or someone you know",682,"106481",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_19","DR1FS_DR1IFF"
"353","20","Fish caught by you or someone you know",37,"106518",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_20","DR1FS_DR1IFF"
"354","24","Sport, recreation, or entertainment facility",673,"107191",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_24","DR1FS_DR1IFF"
"355","25","Street vendor, vending truck",322,"107513",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_25","DR1FS_DR1IFF"
"356","26","Fundraiser sales",93,"107606",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_26","DR1FS_DR1IFF"
"357","27","Store - convenience type",4660,"112266",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_27","DR1FS_DR1IFF"
"358","28","Store - no additional info",168,"112434",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_28","DR1FS_DR1IFF"
"359","91","Other, specify",0,"112434",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_91","DR1FS_DR1IFF"
"360","99","Don't know",414,"112848",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_99","DR1FS_DR1IFF"
"361",".","Missing",8633,"121481",NA,"DR1FS","DR1IFF_I.htm","DR1FS_DR1IFF_.","DR1FS_DR1IFF"
"362","1","Yes",83684,"83684",NA,"DR1_040Z","DR1IFF_I.htm","DR1_040Z_DR1IFF_1","DR1_040Z_DR1IFF"
"363","2","No",36747,"120431",NA,"DR1_040Z","DR1IFF_I.htm","DR1_040Z_DR1IFF_2","DR1_040Z_DR1IFF"
"364","7","Refused",0,"120431",NA,"DR1_040Z","DR1IFF_I.htm","DR1_040Z_DR1IFF_7","DR1_040Z_DR1IFF"
"365","9","Don't know",2,"120433",NA,"DR1_040Z","DR1IFF_I.htm","DR1_040Z_DR1IFF_9","DR1_040Z_DR1IFF"
"366",".","Missing",1048,"121481",NA,"DR1_040Z","DR1IFF_I.htm","DR1_040Z_DR1IFF_.","DR1_040Z_DR1IFF"
"367","11000000 to 95330100","Range of Values",121481,"121481",NA,"DR1IFDCD","DR1IFF_I.htm","DR1IFDCD_DR1IFF_11000000 to 95330100","DR1IFDCD_DR1IFF"
"368",".","Missing",0,"121481",NA,"DR1IFDCD","DR1IFF_I.htm","DR1IFDCD_DR1IFF_.","DR1IFDCD_DR1IFF"
"369","0.03 to 17400","Range of Values",120433,"120433",NA,"DR1IGRMS","DR1IFF_I.htm","DR1IGRMS_DR1IFF_0.03 to 17400","DR1IGRMS_DR1IFF"
"370",".","Missing",1048,"121481",NA,"DR1IGRMS","DR1IFF_I.htm","DR1IGRMS_DR1IFF_.","DR1IGRMS_DR1IFF"
"371","0 to 3902","Range of Values",120433,"120433",NA,"DR1IKCAL","DR1IFF_I.htm","DR1IKCAL_DR1IFF_0 to 3902","DR1IKCAL_DR1IFF"
"372",".","Missing",1048,"121481",NA,"DR1IKCAL","DR1IFF_I.htm","DR1IKCAL_DR1IFF_.","DR1IKCAL_DR1IFF"
"373","0 to 232.72","Range of Values",120433,"120433",NA,"DR1IPROT","DR1IFF_I.htm","DR1IPROT_DR1IFF_0 to 232.72","DR1IPROT_DR1IFF"
"374",".","Missing",1048,"121481",NA,"DR1IPROT","DR1IFF_I.htm","DR1IPROT_DR1IFF_.","DR1IPROT_DR1IFF"
"375","0 to 716.32","Range of Values",120433,"120433",NA,"DR1ICARB","DR1IFF_I.htm","DR1ICARB_DR1IFF_0 to 716.32","DR1ICARB_DR1IFF"
"376",".","Missing",1048,"121481",NA,"DR1ICARB","DR1IFF_I.htm","DR1ICARB_DR1IFF_.","DR1ICARB_DR1IFF"
"377","0 to 690.16","Range of Values",120433,"120433",NA,"DR1ISUGR","DR1IFF_I.htm","DR1ISUGR_DR1IFF_0 to 690.16","DR1ISUGR_DR1IFF"
"378",".","Missing",1048,"121481",NA,"DR1ISUGR","DR1IFF_I.htm","DR1ISUGR_DR1IFF_.","DR1ISUGR_DR1IFF"
"379","0 to 60.6","Range of Values",120433,"120433",NA,"DR1IFIBE","DR1IFF_I.htm","DR1IFIBE_DR1IFF_0 to 60.6","DR1IFIBE_DR1IFF"
"380",".","Missing",1048,"121481",NA,"DR1IFIBE","DR1IFF_I.htm","DR1IFIBE_DR1IFF_.","DR1IFIBE_DR1IFF"
"381","0 to 267.28","Range of Values",120433,"120433",NA,"DR1ITFAT","DR1IFF_I.htm","DR1ITFAT_DR1IFF_0 to 267.28","DR1ITFAT_DR1IFF"
"382",".","Missing",1048,"121481",NA,"DR1ITFAT","DR1IFF_I.htm","DR1ITFAT_DR1IFF_.","DR1ITFAT_DR1IFF"
"383","0 to 117.853","Range of Values",120433,"120433",NA,"DR1ISFAT","DR1IFF_I.htm","DR1ISFAT_DR1IFF_0 to 117.853","DR1ISFAT_DR1IFF"
