"","code","libel"
"1836","OCQ380_OCQ","Main reason did not work last week"
"1837","OCD390G_OCQ","Kind of work you have done the longest"
"1838","OCD395_OCQ","Duration of longest job (months)"
"1839","SEQN_OHQ","Respondent sequence number"
"1840","OHQ030_OHQ","When did you last visit a dentist"
"1841","OHQ033_OHQ","Main reason for last dental visit"
"1842","OHQ770_OHQ","Past yr need dental but couldn't get it"
"1843","OHQ780A_OHQ","Could not afford the cost"
"1844","OHQ780B_OHQ","Did not want to spend the money"
"1845","OHQ780C_OHQ","Insurance did not cover procedures"
"1846","OHQ780D_OHQ","Dental office is too far away"
"1847","OHQ780E_OHQ","Office not open at convenient time"
"1848","OHQ780F_OHQ","Another dentist recommended not doing it"
"1849","OHQ780G_OHQ","Afraid or do not like dentists"
"1850","OHQ780H_OHQ","Unable to take time off from work"
"1851","OHQ780I_OHQ","Too busy"
"1852","OHQ780J_OHQ","Expected dental problems to go away"
"1853","OHQ780K_OHQ","Other reason could not get dental care"
"1854","OHQ550_OHQ","CHECK ITEM"
"1855","OHQ555G_OHQ","Age started brushing teeth"
"1856","OHQ555Q_OHQ","Age started brushing teeth"
"1857","OHQ555U_OHQ","Age started brushing teeth"
"1858","OHQ560G_OHQ","Age started using toothpaste"
"1859","OHQ560Q_OHQ","Age started using toothpaste"
"1860","OHQ560U_OHQ","Age started using toothpaste"
"1861","OHQ566_OHQ","Received Rx fluoride drops or tablets?"
"1862","OHQ571Q_OHQ","Age started taking prescription fluoride"
"1863","OHQ571U_OHQ","Age started taking prescription fluoride"
"1864","OHQ576G_OHQ","Age stopped taking prescription fluoride"
"1865","OHQ576Q_OHQ","Age stopped taking prescription fluoride"
"1866","OHQ576U_OHQ","Age stopped taking prescription fluoride"
"1867","OHQ592_OHQ","CHECK ITEM"
"1868","OHQ610_OHQ","Told benefits of giving up cigarettes"
"1869","OHQ612_OHQ","Told benefits of checking blood sugar"
"1870","OHQ614_OHQ","Told importance of checking for cancer"
"1871","OHQ616_OHQ","CHECK ITEM"
"1872","OHQ620_OHQ","How often last yr had aching in mouth?"
"1873","OHQ640_OHQ","Last yr had diff w/ job because of mouth"
"1874","OHQ680_OHQ","Last yr embarrassed because of mouth"
"1875","OHQ835_OHQ","Do you think you might have gum disease?"
"1876","OHQ845_OHQ","Rate the health of your teeth and gums"
"1877","OHQ846_OHQ","CHECK ITEM"
"1878","OHQ848G_OHQ","# times you brush your teeth in 1 day?"
"1879","OHQ848Q_OHQ","# times you brush your teeth in 1 day?"
"1880","OHQ849_OHQ","How much toothpaste do you use?"
"1881","OHQ850_OHQ","Ever had treatment for gum disease?"
"1882","OHQ860_OHQ","Ever been told of bone loss around teeth"
"1883","OHQ870_OHQ","How many days use dental floss/device"
"1884","OHQ880_OHQ","Oral cancer exam where Dr pulls tonge"
"1885","OHQ895_OHQ","When did you have oral/mouth cancer exam"
"1886","OHQ900_OHQ","What type of prof performed oral exam"
"1887","SEQN_PAQ","Respondent sequence number"
"1888","PAQ605_PAQ","Vigorous work activity"
"1889","PAQ610_PAQ","Number of days vigorous work"
"1890","PAD615_PAQ","intensity work"
"1891","PAQ620_PAQ","Moderate work activity"
"1892","PAQ625_PAQ","Number of days moderate work"
"1893","PAD630_PAQ","intensity work"
"1894","PAQ635_PAQ","Walk or bicycle"
"1895","PAQ640_PAQ","Number of days walk or bicycle"
"1896","PAD645_PAQ","Minutes walk/bicycle for transportation"
"1897","PAQ650_PAQ","Vigorous recreational activities"
"1898","PAQ655_PAQ","Days vigorous recreational activities"
"1899","PAD660_PAQ","Minutes vigorous recreational activities"
"1900","PAQ665_PAQ","Moderate recreational activities"
"1901","PAQ670_PAQ","Days moderate recreational activities"
"1902","PAD675_PAQ","Minutes moderate recreational activities"
"1903","PAD680_PAQ","Minutes sedentary activity"
"1904","PAQ706_PAQ","Days physically active at least 60 min."
"1905","PAQ710_PAQ","Hours watch TV or videos past 30 days"
"1906","PAQ715_PAQ","Hours use computer past 30 days"
"1907","PAQ722_PAQ","Any physical activities past 7 days"
"1908","PAQ724a_PAQ","Physical activity aerobics"
"1909","PAQ724b_PAQ","Physical activity baseball"
"1910","PAQ724c_PAQ","Physical activity basketball"
"1911","PAQ724d_PAQ","Physical activity bike riding"
"1912","PAQ724e_PAQ","Physical activity cheerleading"
"1913","PAQ724f_PAQ","Physical activity dance"
"1914","PAQ724g_PAQ","Physical activity field hockey"
"1915","PAQ724h_PAQ","Physical activity football"
"1916","PAQ724i_PAQ","Physical activity golf"
"1917","PAQ724j_PAQ","Physical activity gymnastics"
"1918","PAQ724k_PAQ","Physical activity hiking"
"1919","PAQ724l_PAQ","Physical activity ice hockey"
"1920","PAQ724m_PAQ","Physical activity ice skating"
"1921","PAQ724n_PAQ","Physical activity jumping rope"
"1922","PAQ724o_PAQ","Physical activity lacrosse"
"1923","PAQ724p_PAQ","Physical activity martial arts"
"1924","PAQ724q_PAQ","Physical activity playing games"
"1925","PAQ724r_PAQ","Physical activity roller blading"
"1926","PAQ724s_PAQ","Physical activity running"
"1927","PAQ724t_PAQ","Physical activity scooter riding"
"1928","PAQ724u_PAQ","Physical activity skateboarding"
"1929","PAQ724v_PAQ","Physical activity soccer"
"1930","PAQ724w_PAQ","Physical activity swimming"
"1931","PAQ724x_PAQ","Physical activity tennis"
"1932","PAQ724y_PAQ","Physical activity track & field"
"1933","PAQ724z_PAQ","Physical activity volleyball"
"1934","PAQ724aa_PAQ","Physical activity walking"
"1935","PAQ724ab_PAQ","Physical activity wrestling"
"1936","PAQ724ac_PAQ","Physical activity frisbee"
"1937","PAQ724ad_PAQ","Physical activity backyard games"
"1938","PAQ724ae_PAQ","Physical activity trampoline"
"1939","PAQ724af_PAQ","Physical activity horseback riding"
"1940","PAQ724cm_PAQ","Physical activity other"
"1941","PAQ731_PAQ","Days played active video games"
"1942","PAD733_PAQ","Minutes play active video games"
"1943","PAQ677_PAQ","Past wk # days cardiovascular exercise"
"1944","PAQ678_PAQ","Past wk # days strengthened muscles"
"1945","PAQ740_PAQ","Use school facilities at lunch"
"1946","PAQ742_PAQ","Use school facilities for physical activ"
"1947","PAQ744_PAQ","Have PE during school days?"
"1948","PAQ746_PAQ","How often do you have PE or gym?"
"1949","PAQ748_PAQ","How long is the PE or gym class?"
"1950","PAQ755_PAQ","Participate in school sports?"
"1951","PAQ759a_PAQ","Participate in baseball"
"1952","PAQ759b_PAQ","Participate in basketball"
"1953","PAQ759c_PAQ","Participate in bocce ball"
"1954","PAQ759d_PAQ","Participate in cheerleading"
"1955","PAQ759e_PAQ","Participate in football"
"1956","PAQ759f_PAQ","Participate in golf"
"1957","PAQ759g_PAQ","Participate in gymnastics"
"1958","PAQ759h_PAQ","Participate in hockey"
"1959","PAQ759i_PAQ","Participate in lacrosse"
"1960","PAQ759j_PAQ","Participate in soccer"
"1961","PAQ759k_PAQ","Participate in swimming/diving"
"1962","PAQ759l_PAQ","Participate in tennis"
"1963","PAQ759m_PAQ","Participate in track and field"
"1964","PAQ759n_PAQ","Participate in volleyball"
"1965","PAQ759o_PAQ","Participate in wrestling"
"1966","PAQ759p_PAQ","Participate in other specify"
"1967","PAQ759q_PAQ","Participate in dance"
"1968","PAQ759r_PAQ","Participate in frisbee"
"1969","PAQ759s_PAQ","Participate in running"
"1970","PAQ759t_PAQ","Participate in trampoline"
"1971","PAQ759u_PAQ","Participate in martial arts"
"1972","PAQ762_PAQ","Do you have recess during school?"
"1973","PAQ764_PAQ","How often do you have recess?"
"1974","PAQ766_PAQ","How long is the recess period?"
"1975","PAQ679_PAQ","How much exercise for good health"
"1976","PAQ750_PAQ","Enjoy participating in PE or recess"
"1977","PAQ770_PAQ","Receive physical fitness award past yr"
"1978","PAQ772a_PAQ","Fitness award Fitnessgram"
"1979","PAQ772b_PAQ","Fitness award President's Challenge"
"1980","PAQ772c_PAQ","Fitness award other specify"
"1981","SEQN_PFQ","Respondent sequence number"
"1982","PFQ020_PFQ","Crawl, walk, run, play limitations"
"1983","PFQ030_PFQ","Long term impairment/health problem"
"1984","PFQ032_PFQ","CHECK ITEM"
"1985","PFQ033_PFQ","Impairment requiring special equipment"
"1986","PFQ035A_PFQ","CHECK ITEM"
"1987","PFQ041_PFQ","Receive Special Ed or Early Intervention"
"1988","PFQ049_PFQ","Limitations keeping you from working"
"1989","PFQ051_PFQ","Limited in amount of work you can do"
"1990","PFQ054_PFQ","Need special equipment to walk"
"1991","PFQ057_PFQ","Experience confusion/memory problems"
"1992","PFQ058_PFQ","CHECK ITEM"
"1993","PFQ059_PFQ","Physical, mental, emotional limitations"
"1994","PFQ059A_PFQ","CHECK ITEM"
"1995","PFQ061A_PFQ","Managing money difficulty"
"1996","PFQ061B_PFQ","Walking for a quarter mile difficulty"
"1997","PFQ061C_PFQ","Walking up ten steps difficulty"
"1998","PFQ061D_PFQ","Stooping, crouching, kneeling difficulty"
"1999","PFQ061E_PFQ","Lifting or carrying difficulty"
"2000","PFQ061F_PFQ","House chore difficulty"
"2001","PFQ061G_PFQ","Preparing meals difficulty"
"2002","PFQ061H_PFQ","Walking between rooms on same floor"
"2003","PFQ061I_PFQ","Standingup from armless chair difficulty"
"2004","PFQ061J_PFQ","Getting in and out of bed difficulty"
"2005","PFQ061K_PFQ","Using fork, knife, drinking from cup"
"2006","PFQ061L_PFQ","Dressing yourself difficulty"
"2007","PFQ061M_PFQ","Standing for long periods difficulty"
"2008","PFQ061N_PFQ","Sitting for long periods difficulty"
"2009","PFQ061O_PFQ","Reaching up over head difficulty"
"2010","PFQ061P_PFQ","Grasp/holding small objects difficulty"
"2011","PFQ061Q_PFQ","Going out to movies, events difficulty"
"2012","PFQ061R_PFQ","Attending social event difficulty"
"2013","PFQ061S_PFQ","Leisure activity at home difficulty"
"2014","PFQ061T_PFQ","Push or pull large objects difficulty"
"2015","PFQ066A_PFQ","CHECK ITEM"
"2016","PFQ063A_PFQ","Health problems causing difficulty"
"2017","PFQ063B_PFQ","Health problems causing difficulty"
"2018","PFQ063C_PFQ","Health problems causing difficulty"
"2019","PFQ063D_PFQ","Health problems causing difficulty"
"2020","PFQ063E_PFQ","Health problems causing difficulty"
"2021","PFQ090_PFQ","Require special healthcare equipment"
"2022","SEQN_RHQ","Respondent sequence number"
"2023","RHQ010_RHQ","Age when first menstrual period occurred"
"2024","RHQ020_RHQ","Age range at first menstrual period"
"2025","RHQ031_RHQ","Had regular periods in past 12 months"
"2026","RHD043_RHQ","Reason not having regular periods"
"2027","RHQ060_RHQ","Age at last menstrual period"
"2028","RHQ070_RHQ","Age range at last menstrual period"
"2029","RHQ074_RHQ","Tried for a year to become pregnant?"
"2030","RHQ076_RHQ","Seen a DR b/c unable to become pregnant?"
"2031","RHQ078_RHQ","Ever treated for a pelvic infection/PID?"
"2032","RHQ131_RHQ","Ever been pregnant?"
"2033","RHD143_RHQ","Are you pregnant now?"
"2034","RHQ160_RHQ","How many times have been pregnant?"
"2035","RHQ162_RHQ","During pregnancy, told you have diabetes"
"2036","RHQ163_RHQ","Age told you had diabetes while pregnant"
"2037","RHQ166_RHQ","How many vaginal deliveries?"
"2038","RHQ169_RHQ","How many cesarean deliveries?"
"2039","RHQ172_RHQ","Any babies weigh 9 lbs or more?"
"2040","RHD173_RHQ","Age when delivered baby 9 lbs or more?"
"2041","RHQ171_RHQ","How many deliveries live birth result?"
"2042","RHD180_RHQ","Age at first live birth"
"2043","RHD190_RHQ","Age at last live birth"
"2044","RHQ197_RHQ","How many months ago have baby?"
"2045","RHQ200_RHQ","Now breastfeeding a child?"
"2046","RHD280_RHQ","Had a hysterectomy?"
"2047","RHQ291_RHQ","Age when had hysterectomy"
"2048","RHQ305_RHQ","Had both ovaries removed?"
"2049","RHQ332_RHQ","Age when both ovaries removed"
"2050","RHQ420_RHQ","Ever taken birth control pills?"
"2051","RHQ540_RHQ","Ever use female hormones?"
"2052","RHQ542A_RHQ","Hormone pills used"
"2053","RHQ542B_RHQ","Hormone patches used"
"2054","RHQ542C_RHQ","Hormone cream/suppository/injection used"
"2055","RHQ542D_RHQ","Other form of female hormone used"
"2056","RHQ554_RHQ","Use hormone pills w/estrogen only"
"2057","RHQ560Q_RHQ","only pills?"
"2058","RHQ560U_RHQ","Unit of measure: months, years"
"2059","RHQ570_RHQ","Used estrogen/progestin combo pills"
"2060","RHQ576Q_RHQ","How long taking estrogen/progestin?"
"2061","RHQ576U_RHQ","Unit of measure: months, years"
"2062","RHQ580_RHQ","only patches?"
"2063","RHQ586Q_RHQ","How long using estrogen only patches?"
"2064","RHQ586U_RHQ","Unit of measure: months, years"
"2065","RHQ596_RHQ","Used estrogen/progestin combo patches?"
"2066","RHQ602Q_RHQ","How long use estrogen/progestin patch"
"2067","RHQ602U_RHQ","Unit of measure: months, years"
"2068","SEQN_SXQ","Respondent sequence number"
"2069","SXD021_SXQ","Ever had vaginal, anal, or oral sex (B)"
"2070","SXQ800_SXQ","Ever had vaginal sex with a woman (M)"
"2071","SXQ803_SXQ","Ever performed oral sex on a woman (M)"
"2072","SXQ806_SXQ","Ever had anal sex with a woman (M)"
"2073","SXQ809_SXQ","Ever had any sex w/man: anal, oral (M)"
"2074","SXD862_SXQ","CHECK ITEM"
"2075","SXQ700_SXQ","Ever had vaginal sex with a man (F)"
"2076","SXQ703_SXQ","Ever performed oral sex on a man (F)"
"2077","SXQ706_SXQ","Ever had anal sex with a man (F)"
"2078","SXQ709_SXQ","Ever had any kind of sex w/woman (F)"
"2079","SXQ762_SXQ","CHECK ITEM"
"2080","SXD031_SXQ","How old when first had sex (B)"
"2081","SXD801_SXQ","CHECK ITEM"
"2082","SXD171_SXQ","# female sex partners/lifetime (M)"
"2083","SXD815_SXQ","CHECK ITEM"
"2084","SXD510_SXQ","# female sex partners/year (M)"
"2085","SXQ821_SXQ","CHECK ITEM"
"2086","SXQ824_SXQ","# female vaginal sex partners/life (M)"
"2087","SXQ827_SXQ","# female vaginal sex partners/year (M)"
"2088","SXQ830_SXQ","CHECK ITEM"
"2089","SXD633_SXQ","Age first performed oral sex w/woman (B)"
"2090","SXQ636_SXQ","# female performed oral sex/lifetime (B)"
"2091","SXQ639_SXQ","# female performed oral sex/year (B)"
"2092","SXQ868_SXQ","CHECK ITEM"
"2093","SXD642_SXQ","Performed oral sex new female/days (B)"
"2094","SXQ833_SXQ","CHECK ITEM"
"2095","SXQ410_SXQ","# men anal/oral sex partners/lifetime(M)"
"2096","SXQ875_SXQ","CHECK ITEM"
"2097","SXQ550_SXQ","# men anal/oral sex partners/year (M)"
"2098","SXQ836_SXQ","# men anal sex partners/lifetime (M)"
"2099","SXQ839_SXQ","CHECK ITEM"
"2100","SXQ841_SXQ","# men anal sex partners/year (M)"
"2101","SXQ853_SXQ","Ever performed oral sex on a man (M)"
"2102","SXD847_SXQ","CHECK ITEM"
"2103","SXD621_SXQ","How old when first had oral sex (B)"
"2104","SXQ624_SXQ","# male oral sex partners/lifetime (B)"
"2105","SXQ850_SXQ","CHECK ITEM"
"2106","SXQ627_SXQ","# male oral sex partners/year (B)"
"2107","SXQ765_SXQ","CHECK ITEM"
"2108","SXQ865_SXQ","CHECK ITEM"
"2109","SXD630_SXQ","Last perform oral sex new male/days (B)"
"2110","SXD844_SXQ","CHECK ITEM"
"2111","SXD744_SXQ","CHECK ITEM"
"2112","SXQ845_SXQ","CHECK ITEM"
"2113","SXQ645_SXQ","Use protection when perform oral sex (B)"
"2114","SXD871_SXQ","CHECK ITEM"
"2115","SXQ648_SXQ","Had sex with new partner/year (B)"
"2116","SXQ859_SXQ","CHECK ITEM"
"2117","SXQ610_SXQ","# times had vaginal or anal sex/year (B)"
"2118","SXD245_SXQ","CHECK ITEM"
"2119","SXQ251_SXQ","# times had sex without condom/year (B)"
"2120","SXD856_SXQ","CHECK ITEM"
"2121","SXQ590_SXQ","# sex partners 5 years older/year (B)"
"2122","SXQ600_SXQ","# sex partners 5 years younger/year (B)"
"2123","SXD001_SXQ","CHECK ITEM"
"2124","SXD002_SXQ","CHECK ITEM"
"2125","SXD101_SXQ","# male sex partners/lifetime (F)"
"2126","SXD715_SXQ","CHECK ITEM"
"2127","SXD450_SXQ","# male sex partners/year (F)"
"2128","SXQ721_SXQ","CHECK ITEM"
"2129","SXQ724_SXQ","# male vaginal sex partners/lifetime (F)"
"2130","SXQ727_SXQ","# male vaginal sex partners/year (F)"
"2131","SXQ730_SXQ","CHECK ITEM"
"2132","SXD733_SXQ","CHECK ITEM"
"2133","SXQ130_SXQ","# female sex partners/lifetime (F)"
"2134","SXQ490_SXQ","# female sex partners/year (F)"
"2135","SXQ741_SXQ","Ever performed oral sex on a woman (F)"
"2136","SXQ768_SXQ","CHECK ITEM"
"2137","SXQ747_SXQ","CHECK ITEM"
"2138","SXD771_SXQ","CHECK ITEM"
"2139","SXQ759_SXQ","CHECK ITEM"
"2140","SXD750_SXQ","CHECK ITEM"
"2141","SXQ753_SXQ","Ever told by MD, you had HPV (F)"
"2142","SXQ260_SXQ","MD ever told you had genital herpes (B)"
"2143","SXQ265_SXQ","MD ever told you had genital warts (B)"
"2144","SXQ267_SXQ","Age when told you had genital warts (B)"
"2145","SXQ270_SXQ","MD ever told you had gonorrhea (B)"
"2146","SXQ272_SXQ","MD ever told you had chlamydia (B)"
"2147","SXQ280_SXQ","Circumcised or uncircumcised? (M)"
"2148","SXQ295_SXQ","Describe sexual identity (F)"
"2149","SXQ296_SXQ","Describe sexual identity (M)"
"2150","SEQN_SLQ","Respondent sequence number"
"2151","SLQ300_SLQ","Usual sleep time on weekdays or workdays"
"2152","SLQ310_SLQ","Usual wake time on weekdays or workdays"
"2153","SLD012_SLQ","Sleep hours "
"2154","SLQ030_SLQ","How often do you snore?"
"2155","SLQ040_SLQ","How often do you snort or stop breathing"
"2156","SLQ050_SLQ","Ever told doctor had trouble sleeping?"
"2157","SLQ120_SLQ","How often feel overly sleepy during day?"
"2158","SEQN_SMQ","Respondent sequence number"
"2159","SMQ020_SMQ","Smoked at least 100 cigarettes in life"
"2160","SMD030_SMQ","Age started smoking cigarettes regularly"
"2161","SMQ040_SMQ","Do you now smoke cigarettes?"
"2162","SMQ050Q_SMQ","How long since quit smoking cigarettes"
"2163","SMQ050U_SMQ","Unit of measure (day/week/month/year)"
"2164","SMD055_SMQ","Age last smoked cigarettes regularly"
"2165","SMD057_SMQ","# cigarettes smoked per day when quit"
"2166","SMQ078_SMQ","How soon after waking do you smoke"
"2167","SMD641_SMQ","# days smoked cigs during past 30 days"
"2168","SMD650_SMQ","Avg # cigarettes/day during past 30 days"
"2169","SMD093_SMQ","May I please see the pack of cigarettes"
"2170","SMDUPCA_SMQ","UPC"
"2171","SMD100BR_SMQ","brand"
"2172","SMD100FL_SMQ","Cigarette Filter type"
"2173","SMD100MN_SMQ","Cigarette Menthol indicator"
"2174","SMD100LN_SMQ","Cigarette Length"
"2175","SMD100TR_SMQ","FTC Tar Content"
"2176","SMD100NI_SMQ","FTC Nicotine Content"
"2177","SMD100CO_SMQ","FTC Carbon Monoxide Content"
"2178","SMQ621_SMQ","Cigarettes smoked in entire life"
"2179","SMD630_SMQ","Age first smoked whole cigarette"
"2180","SMQ661_SMQ","Brand of cigarettes smoked past 30 days"
"2181","SMQ665A_SMQ","Marlboro variety"
"2182","SMQ665B_SMQ","Camel variety"
"2183","SMQ665C_SMQ","Newport variety"
"2184","SMQ665D_SMQ","Other brand"
"2185","SMQ670_SMQ","Tried to quit smoking"
"2186","SMQ848_SMQ","# times stopped smoking cigarettes"
"2187","SMQ852Q_SMQ","How long were you able to stop smoking"
"2188","SMQ852U_SMQ","Unit of measure (day/week/month/year)"
"2189","SMQ925_SMQ","Ever smoked a cigarette even 1 time?"
"2190","SMQ930_SMQ","Age smoked first sigarette"
"2191","SMQ935_SMQ","Do you now smoke cigarettes?"
"2192","SMQ080_SMQ","# days smoked cigs during past 30 days"
"2193","SMQ890_SMQ","Ever smoked a cigar even 1 time?"
"2194","SMQ895_SMQ","How many days smoked a cigar?"
"2195","SMQ900_SMQ","cigarette?"
"2196","SMQ905_SMQ","cigarette?"
"2197","SMQ910_SMQ","Ever used smokeless tobacco?"
"2198","SMQ915_SMQ","How many days used smokeless tobacco?"
"2199","SMAQUEX2_SMQ","Questionnaire Mode Flag"
"2200","SEQN_SMQFAM","Respondent sequence number"
"2201","SMD460_SMQFAM","# of people who live here smoke tobacco?"
"2202","SMD470_SMQFAM","# of people who smoke inside this home?"
"2203","SMD480_SMQFAM","In past week # days person smoked inside"
"2204","SEQN_SMQRTU","Respondent sequence number"
"2205","SMQ681_SMQRTU","Smoked tobacco last 5 days?"
"2206","SMQ690A_SMQRTU","Cigarettes"
"2207","SMQ710_SMQRTU","# days smoked cigarettes last 5 days"
"2208","SMQ720_SMQRTU","# cigarettes smoked per day"
"2209","SMQ725_SMQRTU","When did resp. smoke last cigarette?"
"2210","SMQ690B_SMQRTU","Pipes"
"2211","SMQ740_SMQRTU","# days smoked pipe over last 5 days"
"2212","SMQ690C_SMQRTU","Cigars"
"2213","SMQ770_SMQRTU","# days smoked cigars over last 5 days"
"2214","SMQ690G_SMQRTU","Hookah, water pipes "
"2215","SMQ845_SMQRTU","# days smoked water pipe last 5 days"
"2216","SMQ690H_SMQRTU","cigarettes"
"2217","SMQ849_SMQRTU","cigarette last 5 days"
"2218","SMQ851_SMQRTU","Used smokeless tobacco last 5 days?"
"2219","SMQ690D_SMQRTU","Chewing tobacco"
"2220","SMQ800_SMQRTU","# days used chewing tobacco last 5 day"
"2221","SMQ690E_SMQRTU","Snuff"
"2222","SMQ817_SMQRTU","# days used snuff over last 5 days"
"2223","SMQ690I_SMQRTU","Snus"
"2224","SMQ857_SMQRTU","# days used snus over last 5 days"
"2225","SMQ690J_SMQRTU","Dissolvables"
"2226","SMQ861_SMQRTU","# days used dissolvable over last 5 days"
"2227","SMQ863_SMQRTU","Used nicotine replacement last 5 days?"
"2228","SMQ690F_SMQRTU","Patch, gum, other"
"2229","SMQ830_SMQRTU","# days used nicotine quit smoking aids?"
"2230","SMQ840_SMQRTU","When last used nicotine quit smoking aid"
"2231","SMDANY_SMQRTU","Used any tobacco product last 5 days?"
"2232","SMAQUEX_SMQRTU","Questionnaire Mode Flag"
"2233","SEQN_SMQSHS","Respondent sequence number"
"2234","SMQ856_SMQSHS","d worked at job not at home?"
"2235","SMQ858_SMQSHS","d at job someone smoked indoors?"
"2236","SMQ860_SMQSHS","d spent time in a restaurant?"
"2237","SMQ862_SMQSHS","d at rest someone smoked indoors?"
"2238","SMQ864_SMQSHS","CHECK ITEM"
"2239","SMQ866_SMQSHS","d spent time in a bar?"
"2240","SMQ868_SMQSHS","d in bar someone smoked indoors?"
"2241","SMQ870_SMQSHS","d rode in a car?"
"2242","SMQ872_SMQSHS","d someone smoked in car?"
"2243","SMQ874_SMQSHS","d spent time in another home?"
"2244","SMQ876_SMQSHS","d in home someone smoked indoors?"
"2245","SMQ878_SMQSHS","d in other indoor area?"
"2246","SMQ880_SMQSHS","d in other indoor someone smoked?"
"2247","SMAQUEX_SMQSHS","Questionnaire Mode Flag"
"2248","SEQN_WHQ","Respondent sequence number"
"2249","WHD010_WHQ","reported height (inches)"
"2250","WHD020_WHQ","reported weight (pounds)"
"2251","WHQ030_WHQ","How do you consider your weight"
"2252","WHQ040_WHQ","Like to weigh more, less or same"
"2253","WHD050_WHQ","1 yr ago (pounds)"
"2254","WHQ055_WHQ","CHECK ITEM"
"2255","WHQ060_WHQ","Weight change intentional"
"2256","WHQ070_WHQ","Tried to lose weight in past year"
"2257","WHD080A_WHQ","Ate less to lose weight"
"2258","WHD080B_WHQ","Switched to foods with lower calories"
"2259","WHD080C_WHQ","Ate less fat to lose weight"
"2260","WHD080D_WHQ","Exercised to lose weight"
"2261","WHD080E_WHQ","Skipped meals"
"2262","WHD080F_WHQ","Ate diet foods or products"
"2263","WHD080G_WHQ","Used a liquid diet formula"
"2264","WHD080H_WHQ","Joined a weight loss program"
"2265","WHD080I_WHQ","Took prescription diet pills"
"2266","WHD080J_WHQ","RX suppl. to lose weight"
"2267","WHD080K_WHQ","Took laxatives or vomited"
"2268","WHD080M_WHQ","Drank a lot of water"
"2269","WHD080N_WHQ","Followed a special diet"
"2270","WHD080O_WHQ","Ate fewer carbohydrates"
"2271","WHD080P_WHQ","Started to smoke or began to smoke again"
"2272","WHD080Q_WHQ","Ate more fruits, vegetables, salads"
"2273","WHD080R_WHQ","Changed eating habits"
"2274","WHD080S_WHQ","Ate less sugar, candy, sweets"
"2275","WHD080T_WHQ","Ate less junk food or fast food"
"2276","WHD080U_WHQ","Had weight loss surgery to lose weight"
"2277","WHD080L_WHQ","Other"
"2278","WHQ225_WHQ","Times lost 10 lbs or more to lose weight"
"2279","WHQ105_WHQ","CHECK ITEM"
"2280","WHD110_WHQ","10 yrs ago (pounds)"
"2281","WHQ115A_WHQ","CHECK ITEM"
"2282","WHD120_WHQ","age 25 (pounds)"
"2283","WHQ125_WHQ","CHECK ITEM"
"2284","WHD130_WHQ","age 25 (inches)"
"2285","WHD140_WHQ","reported greatest weight (pounds)"
"2286","WHQ150_WHQ","Age when heaviest weight"
"2287","WHQ190_WHQ","Have you ever had wt loss surgery?"
"2288","WHQ200_WHQ","Age when you had wt loss surgery"
"2289","SEQN_WHQMEC","Respondent sequence number"
"2290","WHQ030M_WHQMEC","How do you consider your weight"
"2291","WHQ500_WHQMEC","Trying to do about weight"
"2292","WHQ520_WHQMEC","How often tried to lose weight"
